x,y
4.69842867219676,50.87927278196763
4.698855427508087,50.87821673417719
4.699214462495674,50.87842783739427
4.69992043459836,50.87892229583287
4.700471419435447,50.87917227212231
4.700664507073197,50.87930620831224
4.7029548270436985,50.878321819833104
4.703604443487786,50.87814964141409
4.696561990186174,50.880833187576705
4.696909847245538,50.88108830338774
4.697593840137941,50.88168585072657
4.697693082319504,50.883302908212826
4.69812767102298,50.881987944198656
4.698314747213851,50.88214980454447
4.699990475155731,50.880271980745086
4.700533762066125,50.88096018238384
4.7007499567101725,50.877418189312344
4.702817711697813,50.87532288561376
4.7029657465802455,50.87589828940424
4.7030301442284,50.87539559076695
4.69638993513902,50.87579131840693
4.697062708928211,50.874656403634084
4.697244766912058,50.87550296405193
4.697596699118996,50.87508914706194
4.699502761653807,50.87715425881546
4.700232569044397,50.87696412436559
4.700243516435172,50.87585367193872
4.692155120829747,50.878247319754294
4.694854016006721,50.88045435012951
4.695131289250242,50.87872969784904
4.694946852367311,50.885526904037604
4.6956565461447175,50.88472398286918
4.6957595173297895,50.88450108648066
4.696404541148094,50.885798712078575
4.696679854238142,50.88491298428338
4.697218468049117,50.884905868748625
4.697956825046982,50.884197798390645
4.698166182532079,50.88497109114582
4.698706935003535,50.88536511121783
4.699588492675993,50.88504426033949
4.699601716379199,50.8851294739164
4.698851916005656,50.88760198741612
4.701023062946517,50.88765365647789
4.7011339173940145,50.88697222804331
4.701363674324999,50.88712436880723
4.702305551769647,50.889101312699616
4.7023836698962524,50.88815278471384
4.702952261805486,50.888408473764365
4.703027194745647,50.88879547659331
4.7036710180451395,50.88812873713749
4.704185689148825,50.887248329122755
4.70474206917397,50.88593188220241
4.706796876850655,50.88597045956476
4.7068030750744585,50.88537315336198
4.707251230457817,50.88515248096213
4.707430097535254,50.8869575518955
4.708075315768709,50.88690678838592
4.709307726683227,50.885963221137644
4.7093310132847135,50.88587406104562
4.7035625458736465,50.880095961543645
4.708610155130765,50.88115531494222
4.712183093111527,50.88209008460234
4.712387696496277,50.882098869783725
4.701044118089551,50.882520684667206
4.701419020769877,50.88192135569916
4.701734431441062,50.88191128800914
4.702444610216292,50.881230829260936
4.702636790289396,50.88173839992262
4.703008289280146,50.881490288436424
4.70452771359724,50.88105830628464
4.703682117908323,50.883503298335675
4.704168521282417,50.88280973370692
4.705005132754193,50.88263846746845
4.705398339934349,50.88177469374989
4.705468242301395,50.88171476559978
