,Patient_loc,Responder_loc,duration_Responder,route_Responder,Indirect_Responder_loc,AED_loc,duration_AED,route_indirect_Responder,Vector_loc,duration_Vector,route_Vector,prob_vec,prob_resp,patient_loc,responder_loc,aed_loc,vector_loc
0,,,499.79,,No AED,,10000.0,No AED,,569.95,,0.3675716187661937,0.40121714000396236,"(4.729644, 50.901266)","(4.728547813009303, 50.89674378163999)",No AED,"(4.6658621, 50.8774603)"
1,,,142.02,,No AED,,10000.0,No AED,,239.0,,0.6572531293949698,0.7418408305375565,"(4.691595, 50.887464)","(4.691133189281199, 50.88802603183291)",No AED,"(4.6658621, 50.8774603)"
2,,,63.69,,No AED,,10000.0,No AED,,599.69,,0.3488682992960537,0.681170633619234,"(4.730911, 50.888166)","(4.729770713568294, 50.8879175910749)",No AED,"(4.7243436, 50.8696549)"
3,,,10000.0,,No AED,,10000.0,No AED,,281.43,,0.6100627253290168,0.6100627253290168,"(4.712497, 50.872392)",No responder,No AED,"(4.6998331, 50.8723536)"
4,,,10000.0,,No AED,,10000.0,No AED,,636.23,,0.3271863646507551,0.3271863646507551,"(4.709378, 50.923089)",No responder,No AED,"(4.6658621, 50.8774603)"
5,,,10000.0,,No AED,,10000.0,No AED,,156.73,,0.7594056227704858,0.7594056227704858,"(4.697233, 50.877625)",No responder,No AED,"(4.6953981, 50.8785355)"
6,,,231.71,,No AED,,10000.0,No AED,,339.41,,0.5510074897051052,0.6303002229014988,"(4.711803, 50.911063)","(4.709285526580234, 50.910653082247066)",No AED,"(4.6658621, 50.8774603)"
7,,,212.55,,No AED,,10000.0,No AED,,507.92,,0.40987137614798985,0.5926298768078562,"(4.725478, 50.886022)","(4.7218014687391845, 50.88516720718114)",No AED,"(4.7243436, 50.8696549)"
8,,,10000.0,,No AED,,10000.0,No AED,,199.48,,0.7044847500318063,0.7044847500318063,"(4.700611, 50.877705)",No responder,No AED,"(4.6998331, 50.8723536)"
9,,,15.18,,No AED,,10000.0,No AED,,318.6,,0.5715151207208365,0.834695390310065,"(4.69062, 50.86298)","(4.690313855150714, 50.862952067629934)",No AED,"(4.6998331, 50.8723536)"
10,,,180.92,,No AED,,10000.0,No AED,,308.36,,0.5818847876930865,0.6822272731409651,"(4.724486, 50.875134)","(4.721462071104025, 50.874002647380394)",No AED,"(4.7243436, 50.8696549)"
11,,,153.77,,No AED,,10000.0,No AED,,580.43,,0.36086907181474825,0.614702501281071,"(4.726918, 50.887919)","(4.727787136158674, 50.88937968488812)",No AED,"(4.7243436, 50.8696549)"
12,,,10000.0,,No AED,,10000.0,No AED,,80.14,,0.868726851036591,0.868726851036591,"(4.700164, 50.878931)",No responder,No AED,"(4.6953981, 50.8785355)"
13,,,239.6,,No AED,,10000.0,No AED,,256.16,,0.6377434697572768,0.6510646060461254,"(4.683485, 50.878128)","(4.682931405712956, 50.87591304239809)",No AED,"(4.6731993, 50.8780791)"
14,,,10000.0,,No AED,,10000.0,No AED,,441.59,,0.46050303384437313,0.46050303384437313,"(4.699727, 50.882617)",No responder,No AED,"(4.6658621, 50.8774603)"
15,,,330.47,,No AED,,10000.0,No AED,,624.78,,0.33383145151994653,0.48204604068282536,"(4.723392, 50.890213)","(4.719763199489416, 50.887420692657884)",No AED,"(4.6658621, 50.8774603)"
16,,,10000.0,,No AED,,10000.0,No AED,,546.54,,0.3829966880885962,0.3829966880885962,"(4.712402, 50.925422)",No responder,No AED,"(4.6658621, 50.8774603)"
17,,,72.79,,No AED,,10000.0,No AED,,382.31,,0.5110235285620328,0.7520527855664558,"(4.692352, 50.86044)","(4.692060138166619, 50.86134932265042)",No AED,"(4.6998331, 50.8723536)"
18,,,10000.0,,No AED,,10000.0,No AED,,479.24,,0.4310420806476852,0.4310420806476852,"(4.711075, 50.879882)",No responder,No AED,"(4.6998331, 50.8723536)"
19,,,10000.0,,No AED,,10000.0,No AED,,879.58,,0.21340787476377007,0.21340787476377007,"(4.756603, 50.902174)",No responder,No AED,"(4.6658621, 50.8774603)"
20,,,10000.0,,No AED,,10000.0,No AED,,169.77,,0.7422140657894931,0.7422140657894931,"(4.703266, 50.878595)",No responder,No AED,"(4.6998331, 50.8723536)"
21,,,10000.0,,No AED,,10000.0,No AED,,234.16,,0.6628629829038897,0.6628629829038897,"(4.659588, 50.864336)",No responder,No AED,"(4.6658621, 50.8774603)"
22,,,10000.0,,No AED,,10000.0,No AED,,331.91,,0.558312290625553,0.558312290625553,"(4.708307, 50.870869)",No responder,No AED,"(4.6998331, 50.8723536)"
23,,,520.78,,No AED,,10000.0,No AED,,469.79,,0.43825459186116134,0.43825459186116134,"(4.726803, 50.899691)","(4.719522848265306, 50.898423594671804)",No AED,"(4.6658621, 50.8774603)"
24,,,10000.0,,No AED,,10000.0,No AED,,718.42,,0.28321422346762204,0.28321422346762204,"(4.703247, 50.92814)",No responder,No AED,"(4.6658621, 50.8774603)"
25,,,289.3,,No AED,,10000.0,No AED,,225.74,,0.672736618663644,0.672736618663644,"(4.659633, 50.864072)","(4.657105118490197, 50.863648510930496)",No AED,"(4.6658621, 50.8774603)"
26,,,92.38,,No AED,,10000.0,No AED,,350.9,,0.540001470791883,0.745680059136618,"(4.715466, 50.881037)","(4.715898028391279, 50.881345198364876)",No AED,"(4.6998331, 50.8723536)"
27,,,10000.0,,No AED,,10000.0,No AED,,423.06,,0.4757337186399867,0.4757337186399867,"(4.672292, 50.872125)",No responder,No AED,"(4.6731993, 50.8780791)"
28,,,235.7,,No AED,,10000.0,No AED,,529.76,,0.39444991185077116,0.569400172288973,"(4.724449, 50.930109)","(4.721617758943576, 50.92822332351649)",No AED,"(4.6658621, 50.8774603)"
29,,,76.78,,No AED,,10000.0,No AED,,472.92,,0.4358524177144097,0.714674431352222,"(4.722442, 50.926514)","(4.721704694997654, 50.926328525686955)",No AED,"(4.6658621, 50.8774603)"
30,,,154.97,,No AED,,10000.0,No AED,,427.61,,0.47194782724338424,0.6632950994130301,"(4.663458, 50.872624)","(4.663676278024919, 50.87069885007382)",No AED,"(4.6658621, 50.8774603)"
31,,,10000.0,,No AED,,10000.0,No AED,,349.98,,0.540874563300399,0.540874563300399,"(4.714931, 50.880851)",No responder,No AED,"(4.6998331, 50.8723536)"
32,,,77.87,,No AED,,10000.0,No AED,,339.26,,0.551152644904416,0.7638102178377295,"(4.667447, 50.869055)","(4.667714439807753, 50.868629272611884)",No AED,"(4.6658621, 50.8774603)"
33,,,127.05,,No AED,,10000.0,No AED,,326.13,,0.5640078648238792,0.7231312468829325,"(4.693455, 50.881362)","(4.691705017616131, 50.88192658682308)",No AED,"(4.6953981, 50.8785355)"
34,,,39.9,,No AED,,10000.0,No AED,,313.93,,0.5762211344378851,0.8112516151469273,"(4.716201, 50.87523)","(4.7160088984440955, 50.87571541193639)",No AED,"(4.6998331, 50.8723536)"
35,,,10000.0,,No AED,,10000.0,No AED,,390.69,,0.503558695971706,0.503558695971706,"(4.721426, 50.900153)",No responder,No AED,"(4.6658621, 50.8774603)"
36,,,10000.0,,No AED,,10000.0,No AED,,435.31,,0.46560944310695607,0.46560944310695607,"(4.706348, 50.881595)",No responder,No AED,"(4.6658621, 50.8774603)"
37,,,6.44,,No AED,,10000.0,No AED,,522.73,,0.39934947330634357,0.7607845319766537,"(4.733287, 50.900281)","(4.733505270955656, 50.900285558057966)",No AED,"(4.6658621, 50.8774603)"
38,,,69.39,,No AED,,10000.0,No AED,,189.97,,0.7163481747311604,0.8327162839466151,"(4.69687, 50.876261)","(4.695526329369556, 50.87600162715797)",No AED,"(4.6953981, 50.8785355)"
39,,,21.92,,"(4.706371763836498, 50.87693265075111)",,,,,564.64,,0.3710150345939077,,"(4.70117, 50.880208)","(4.700947274574517, 50.880420223752296)","(4.7046611, 50.8810353)","(4.6658621, 50.8774603)"
40,,,139.38,,No AED,,10000.0,No AED,,351.37,,0.5395559784598236,0.7030200025469229,"(4.715433, 50.881136)","(4.716523828609391, 50.881653309159496)",No AED,"(4.6998331, 50.8723536)"
41,,,55.07,,"(4.711856262832328, 50.922914199412844)",,,,,556.55,,0.3763233306559264,,"(4.71146, 50.925623)","(4.710374893509796, 50.9255063822391)","(4.7063333, 50.9258595)","(4.6658621, 50.8774603)"
42,,,10000.0,,No AED,,10000.0,No AED,,240.45,,0.655581752030319,0.655581752030319,"(4.711167, 50.865159)",No responder,No AED,"(4.6998331, 50.8723536)"
43,,,188.51,,No AED,,10000.0,No AED,,322.12,,0.5679933952582898,0.6710895062075333,"(4.718384, 50.899922)","(4.718775486992475, 50.90129741286876)",No AED,"(4.6658621, 50.8774603)"
44,,,211.25,,No AED,,10000.0,No AED,,306.61,,0.5836756787053894,0.6574630926827476,"(4.69888, 50.887002)","(4.6984294562911915, 50.88538979460402)",No AED,"(4.6658621, 50.8774603)"
45,,,277.15,,No AED,,10000.0,No AED,,519.04,,0.40194552850162824,0.5436367050138957,"(4.723903, 50.92664)","(4.723204564531887, 50.92902349990294)",No AED,"(4.6658621, 50.8774603)"
46,,,4.34,,"(4.706371763836498, 50.87693265075111)",,,,,540.66,,0.3869717420439168,,"(4.705716, 50.881539)","(4.705364726830998, 50.88134957111487)","(4.7046611, 50.8810353)","(4.6658621, 50.8774603)"
47,,,107.41,,No AED,,10000.0,No AED,,340.65,,0.5498090033806227,0.7356373772094935,"(4.717422, 50.882079)","(4.715505865860029, 50.88218538344947)",No AED,"(4.7243436, 50.8696549)"
48,,,10000.0,,No AED,,10000.0,No AED,,436.23,,0.46485784533502467,0.46485784533502467,"(4.70627, 50.879085)",No responder,No AED,"(4.6998331, 50.8723536)"
49,,,74.38,,No AED,,10000.0,No AED,,248.96,,0.6458578152636515,0.8031305021827604,"(4.694631, 50.875215)","(4.695526329369556, 50.87600162715797)",No AED,"(4.6953981, 50.8785355)"
50,,,168.38,,No AED,,10000.0,No AED,,285.69,,0.6055161190388625,0.7010125043200264,"(4.694633, 50.864874)","(4.6955665861586775, 50.86640665956056)",No AED,"(4.6998331, 50.8723536)"
51,,,404.12,,No AED,,10000.0,No AED,,308.97,,0.5812618266400367,0.5812618266400367,"(4.723461, 50.903468)","(4.730997889697853, 50.903337076819476)",No AED,"(4.6658621, 50.8774603)"
52,,,127.72,,No AED,,10000.0,No AED,,418.34,,0.4796931571934819,0.6894840838335425,"(4.720103, 50.920942)","(4.719800786166781, 50.922193809535855)",No AED,"(4.6658621, 50.8774603)"
53,,,44.74,,No AED,,10000.0,No AED,,215.14,,0.6853759980992112,0.8478360715189426,"(4.695938, 50.863516)","(4.69557767877367, 50.86406408549134)",No AED,"(4.6998331, 50.8723536)"
54,,,10000.0,,No AED,,10000.0,No AED,,422.92,,0.4758506879671317,0.4758506879671317,"(4.674925, 50.871302)",No responder,No AED,"(4.6998331, 50.8723536)"
55,,,119.0,,No AED,,10000.0,No AED,,384.42,,0.5091335987834408,0.7091370976132029,"(4.709435, 50.902538)","(4.711888594388147, 50.90258474105169)",No AED,"(4.6658621, 50.8774603)"
56,,,202.35,,No AED,,10000.0,No AED,,378.67,,0.5143003866502589,0.6409282282209772,"(4.716385, 50.883402)","(4.715983617615172, 50.8819641487308)",No AED,"(4.7243436, 50.8696549)"
57,,,53.28,,No AED,,10000.0,No AED,,87.64,,0.8573606733478287,0.8949359650261612,"(4.701441, 50.873515)","(4.702352950329319, 50.8731551130111)",No AED,"(4.6998331, 50.8723536)"
58,,,444.53,,No AED,,10000.0,No AED,,314.31,,0.5758367599750414,0.5758367599750414,"(4.714536, 50.912114)","(4.709285526580234, 50.910653082247066)",No AED,"(4.6658621, 50.8774603)"
59,,,172.85,,"(4.7315768601641315, 50.88138062658288)",,,,,565.55,,0.37042263794903474,,"(4.738072, 50.885572)","(4.735133518507478, 50.885309369672804)","(4.7346682, 50.8825443)","(4.7243436, 50.8696549)"
60,,,18.3,,No AED,,10000.0,No AED,,358.62,,0.5327303983126748,0.8147291256681096,"(4.69204, 50.882003)","(4.691705017616131, 50.88192658682308)",No AED,"(4.6658621, 50.8774603)"
61,,,239.54,,No AED,,10000.0,No AED,,771.79,,0.25787769083603906,0.5011585044729282,"(4.696448, 50.93286)","(4.6947453990269485, 50.93437727642356)",No AED,"(4.6658621, 50.8774603)"
62,,,281.53,,No AED,,10000.0,No AED,,204.08,,0.698817097607661,0.698817097607661,"(4.698691, 50.865606)","(4.696132827932785, 50.86452338111031)",No AED,"(4.6998331, 50.8723536)"
63,,,155.96,,No AED,,10000.0,No AED,,296.05,,0.5946000143158763,0.7082314915181895,"(4.690402, 50.88506)","(4.6891909782705286, 50.884849908425366)",No AED,"(4.6658621, 50.8774603)"
64,,,10000.0,,No AED,,10000.0,No AED,,575.45,,0.364038682790886,0.364038682790886,"(4.709575, 50.925621)",No responder,No AED,"(4.6658621, 50.8774603)"
65,,,334.18,,No AED,,10000.0,No AED,,714.59,,0.28512540401637143,0.4584337897038269,"(4.692131, 50.930166)","(4.694956203398345, 50.92729063909349)",No AED,"(4.6658621, 50.8774603)"
66,,,268.84,,No AED,,10000.0,No AED,,582.11,,0.359806042762005,0.5319967230695971,"(4.727447, 50.866483)","(4.728068345877558, 50.86733846735576)",No AED,"(4.7243436, 50.8696549)"
67,,,264.58,,No AED,,10000.0,No AED,,385.92,,0.5077942989616163,0.5908439003411358,"(4.72232, 50.870221)","(4.721153511301739, 50.87234934514845)",No AED,"(4.7243436, 50.8696549)"
68,,,11.71,,No AED,,10000.0,No AED,,315.74,,0.574392594701859,0.8395369899956262,"(4.698817, 50.86005)","(4.699513580471251, 50.86021207606471)",No AED,"(4.6998331, 50.8723536)"
69,,,10000.0,,No AED,,10000.0,No AED,,483.15,,0.42809268533038164,0.42809268533038164,"(4.729885, 50.877637)",No responder,No AED,"(4.7243436, 50.8696549)"
70,,,10000.0,,No AED,,10000.0,No AED,,394.62,,0.5000955436666404,0.5000955436666404,"(4.706337, 50.877159)",No responder,No AED,"(4.6998331, 50.8723536)"
71,,,10000.0,,No AED,,10000.0,No AED,,267.1,,0.6256088799634749,0.6256088799634749,"(4.707798, 50.871716)",No responder,No AED,"(4.6998331, 50.8723536)"
72,,,10000.0,,No AED,,10000.0,No AED,,545.12,,0.3839528943344162,0.3839528943344162,"(4.727324, 50.866745)",No responder,No AED,"(4.7243436, 50.8696549)"
73,,,76.66,,"(4.689716967935121, 50.87400168995541)",,,,,190.62,,0.7155309973769086,,"(4.697183, 50.869035)","(4.697032428589584, 50.86836812923358)","(4.692543, 50.86957)","(4.6998331, 50.8723536)"
74,,,316.8,,No AED,,10000.0,No AED,,257.88,,0.6358201769296561,0.6358201769296561,"(4.712911, 50.9092)","(4.709285526580234, 50.910653082247066)",No AED,"(4.6658621, 50.8774603)"
75,,,277.25,,No AED,,10000.0,No AED,,475.71,,0.4337222839690627,0.5556579965785817,"(4.695562, 50.847162)","(4.697107904948237, 50.84851801106176)",No AED,"(4.6998331, 50.8723536)"
76,,,164.33,,No AED,,10000.0,No AED,,265.42,,0.6274572102748566,0.7118531916182259,"(4.72235, 50.873079)","(4.721153511301739, 50.87234934514845)",No AED,"(4.7243436, 50.8696549)"
77,,,10000.0,,No AED,,10000.0,No AED,,274.55,,0.6174778018394703,0.6174778018394703,"(4.706287, 50.868107)",No responder,No AED,"(4.6998331, 50.8723536)"
78,,,10000.0,,No AED,,10000.0,No AED,,560.29,,0.37385993565841047,0.37385993565841047,"(4.729334, 50.886379)",No responder,No AED,"(4.7243436, 50.8696549)"
79,,,62.04,,No AED,,10000.0,No AED,,600.01,,0.3486723173303838,0.6824642706204276,"(4.727432, 50.8866)","(4.727904055562061, 50.88597485257435)",No AED,"(4.7243436, 50.8696549)"
80,,,62.63,,No AED,,10000.0,No AED,,376.13,,0.5165994243774414,0.7640453160535403,"(4.678589, 50.865334)","(4.677997779007788, 50.8665048926855)",No AED,"(4.6998331, 50.8723536)"
81,,,324.83,,No AED,,10000.0,No AED,,405.54,,0.4905972633557138,0.5426031994341975,"(4.681009, 50.886037)","(4.6831740117966545, 50.88333547171611)",No AED,"(4.6658621, 50.8774603)"
82,,,160.9,,"(4.7410665848594755, 50.866807879219074)",,,,,627.76,,0.3320891057854725,,"(4.738014, 50.8635)","(4.740374525558509, 50.862665589059645)","(4.7433965, 50.8674498)","(4.7243436, 50.8696549)"
83,,,61.57,,No AED,,10000.0,No AED,,122.11,,0.8070043588306646,0.8703578853026914,"(4.705532, 50.873549)","(4.706589455420235, 50.87397336662471)",No AED,"(4.6998331, 50.8723536)"
84,,,10000.0,,No AED,,10000.0,No AED,,516.9,,0.4034588244741039,0.4034588244741039,"(4.733087, 50.878764)",No responder,No AED,"(4.7243436, 50.8696549)"
85,,,220.41,,No AED,,10000.0,No AED,,222.75,,0.6762780882495549,0.6782564868697505,"(4.684511, 50.879585)","(4.687536906161998, 50.87902406092271)",No AED,"(4.6731993, 50.8780791)"
86,,,10000.0,,No AED,,10000.0,No AED,,169.77,,0.7422140657894931,0.7422140657894931,"(4.703061, 50.878714)",No responder,No AED,"(4.6998331, 50.8723536)"
87,,,10000.0,,No AED,,10000.0,No AED,,538.28,,0.38859239746532315,0.38859239746532315,"(4.7059, 50.881708)",No responder,No AED,"(4.6658621, 50.8774603)"
88,,,17.0,,"(4.702987933060028, 50.87979524876781)",,,,,472.54,,0.4361433517960501,,"(4.705443, 50.884881)","(4.705105422720155, 50.88487798016378)","(4.7046611, 50.8810353)","(4.6658621, 50.8774603)"
89,,,10000.0,,No AED,,10000.0,No AED,,614.84,,0.3397095388073222,0.3397095388073222,"(4.732497, 50.888458)",No responder,No AED,"(4.7243436, 50.8696549)"
90,,,88.56,,No AED,,10000.0,No AED,,110.63,,0.8234378269255578,0.8464399382816797,"(4.677079, 50.884531)","(4.677484494263452, 50.88414340038055)",No AED,"(4.6658621, 50.8774603)"
91,,,320.52,,No AED,,10000.0,No AED,,307.2,,0.5830712775431026,0.5830712775431026,"(4.723394, 50.903519)","(4.7195717780767055, 50.90223672275838)",No AED,"(4.6658621, 50.8774603)"
92,,,145.73,,No AED,,10000.0,No AED,,395.71,,0.49913925159452655,0.681944949300519,"(4.714185, 50.883924)","(4.713399997424871, 50.884090583088955)",No AED,"(4.6658621, 50.8774603)"
93,,,123.57,,"(4.691244219530115, 50.869235890138874)",,,,,325.18,,0.5649495325794041,,"(4.699521, 50.866911)","(4.700580818021655, 50.86609011201273)","(4.692543, 50.86957)","(4.6998331, 50.8723536)"
94,,,453.29,,No AED,,10000.0,No AED,,264.34,,0.6286483052413774,0.6286483052413774,"(4.718834, 50.902231)","(4.719520326028821, 50.907237033135566)",No AED,"(4.6658621, 50.8774603)"
95,,,131.51,,No AED,,10000.0,No AED,,345.21,,0.5454240427072848,0.7121845268475553,"(4.696586, 50.884492)","(4.694913391108778, 50.885158637232806)",No AED,"(4.6658621, 50.8774603)"
96,,,514.53,,No AED,,10000.0,No AED,,495.55,,0.4188719313416747,0.4188719313416747,"(4.708711, 50.854113)","(4.7150157042626875, 50.84922106679328)",No AED,"(4.6998331, 50.8723536)"
97,,,131.52,,No AED,,10000.0,No AED,,269.84,,0.6226060155214624,0.739952801449277,"(4.687317, 50.879755)","(4.688782589452321, 50.87917374469651)",No AED,"(4.6731993, 50.8780791)"
98,,,30.06,,No AED,,10000.0,No AED,,245.87,,0.6493718077120465,0.8501501388687452,"(4.659465, 50.862431)","(4.659087743936634, 50.86248126843008)",No AED,"(4.6658621, 50.8774603)"
99,,,10000.0,,No AED,,10000.0,No AED,,73.7,,0.8786067775823541,0.8786067775823541,"(4.697486, 50.870252)",No responder,No AED,"(4.6998331, 50.8723536)"
100,,,44.33,,"(4.702987933060028, 50.87979524876781)",,,,,419.17,,0.4789945198401075,,"(4.696144, 50.880351)","(4.6970297178063385, 50.8805333591312)","(4.7046611, 50.8810353)","(4.6658621, 50.8774603)"
101,,,34.8,,No AED,,10000.0,No AED,,266.65,,0.6261034338934028,0.8362659844047426,"(4.694626, 50.887922)","(4.6943443068168005, 50.88755207500581)",No AED,"(4.6658621, 50.8774603)"
102,,,214.01,,No AED,,10000.0,No AED,,528.23,,0.39551110263534356,0.5854829195053183,"(4.729843, 50.875281)","(4.726546740384266, 50.87369672271259)",No AED,"(4.7243436, 50.8696549)"
103,,,434.66,,No AED,,10000.0,No AED,,345.79,,0.5448688193008435,0.5448688193008435,"(4.695754, 50.856741)","(4.699513580471251, 50.86021207606471)",No AED,"(4.6998331, 50.8723536)"
104,,,452.58,,No AED,,10000.0,No AED,,612.44,,0.34114423878570205,0.4164920723977169,"(4.73367, 50.889781)","(4.727787136158674, 50.88937968488812)",No AED,"(4.7243436, 50.8696549)"
105,,,105.23,,No AED,,10000.0,No AED,,406.27,,0.48996877636831987,0.7134743577469875,"(4.71931, 50.920948)","(4.719800786166781, 50.922193809535855)",No AED,"(4.6658621, 50.8774603)"
106,,,10000.0,,No AED,,10000.0,No AED,,409.14,,0.48750567076632184,0.48750567076632184,"(4.705854, 50.878328)",No responder,No AED,"(4.6998331, 50.8723536)"
107,,,10000.0,,No AED,,10000.0,No AED,,421.23,,0.4772649458907168,0.4772649458907168,"(4.707528, 50.878512)",No responder,No AED,"(4.6998331, 50.8723536)"
108,,,10000.0,,No AED,,10000.0,No AED,,557.19,,0.3759006389386734,0.3759006389386734,"(4.729189, 50.88645)",No responder,No AED,"(4.7243436, 50.8696549)"
109,,,10000.0,,No AED,,10000.0,No AED,,426.21,,0.473109496806505,0.473109496806505,"(4.707164, 50.882135)",No responder,No AED,"(4.6658621, 50.8774603)"
110,,,159.6,,No AED,,10000.0,No AED,,657.68,,0.3150916493057484,0.586776661470426,"(4.695587, 50.925749)","(4.694956203398345, 50.92729063909349)",No AED,"(4.6658621, 50.8774603)"
111,,,10000.0,,No AED,,10000.0,No AED,,536.02,,0.39013762140178343,0.39013762140178343,"(4.705433, 50.881637)",No responder,No AED,"(4.6658621, 50.8774603)"
112,,,120.58,,"(4.707562307246641, 50.8713997246525)",,,,,280.99,,0.6105342686441082,,"(4.711256, 50.871245)","(4.712549877933633, 50.872449798899055)","(4.7116128, 50.867677)","(4.6998331, 50.8723536)"
113,,,10000.0,,No AED,,10000.0,No AED,,433.75,,0.4668866698352566,0.4668866698352566,"(4.727773, 50.878984)",No responder,No AED,"(4.7243436, 50.8696549)"
114,,,10000.0,,No AED,,10000.0,No AED,,310.39,,0.5798142371120208,0.5798142371120208,"(4.7093, 50.870361)",No responder,No AED,"(4.6998331, 50.8723536)"
115,,,102.88,,No AED,,10000.0,No AED,,312.44,,0.5777307639175974,0.7504801908532648,"(4.686702, 50.876262)","(4.684706218823513, 50.87652144280909)",No AED,"(4.6998331, 50.8723536)"
116,,,10000.0,,No AED,,10000.0,No AED,,699.03,,0.29302343574922446,0.29302343574922446,"(4.698018, 50.925755)",No responder,No AED,"(4.6658621, 50.8774603)"
117,,,231.84,,No AED,,10000.0,No AED,,346.22,,0.5444575530289456,0.6280230338780168,"(4.710888, 50.862229)","(4.7074933518337385, 50.86239272899599)",No AED,"(4.6998331, 50.8723536)"
118,,,10000.0,,No AED,,10000.0,No AED,,702.05,,0.29147360282857493,0.29147360282857493,"(4.750246, 50.873478)",No responder,No AED,"(4.7243436, 50.8696549)"
119,,,41.24,,No AED,,10000.0,No AED,,26.45,,0.9546157005223563,0.9546157005223563,"(4.67431, 50.877462)","(4.674560543225506, 50.87794581025989)",No AED,"(4.6731993, 50.8780791)"
120,,,251.57,,No AED,,10000.0,No AED,,291.6,,0.5992645616946073,0.6299716566870767,"(4.724657, 50.87147)","(4.726546740384266, 50.87369672271259)",No AED,"(4.7243436, 50.8696549)"
121,,,32.69,,No AED,,10000.0,No AED,,28.17,,0.9517367913417613,0.9517367913417613,"(4.674406, 50.87755)","(4.674560543225506, 50.87794581025989)",No AED,"(4.6731993, 50.8780791)"
122,,,42.17,,No AED,,10000.0,No AED,,309.77,,0.5804458393160395,0.8106661614276441,"(4.68998, 50.87944)","(4.689977109029277, 50.87995251809181)",No AED,"(4.6731993, 50.8780791)"
123,,,166.56,,No AED,,10000.0,No AED,,301.23,,0.5892159825811317,0.6970860050383538,"(4.694599, 50.861523)","(4.69523142623805, 50.859952145363664)",No AED,"(4.6998331, 50.8723536)"
124,,,151.9,,No AED,,10000.0,No AED,,515.74,,0.4042814955771513,0.6367091381738117,"(4.678568, 50.85102)","(4.676250653785259, 50.85084207451238)",No AED,"(4.6998331, 50.8723536)"
125,,,32.84,,No AED,,10000.0,No AED,,535.31,,0.3906243351092722,0.7314342434498236,"(4.721527, 50.92831)","(4.722190263627905, 50.92856691749682)",No AED,"(4.6658621, 50.8774603)"
126,,,10000.0,,No AED,,10000.0,No AED,,156.28,,0.76000594518786,0.76000594518786,"(4.696241, 50.872933)",No responder,No AED,"(4.6998331, 50.8723536)"
127,,,10000.0,,No AED,,10000.0,No AED,,488.5,,0.42408973868004124,0.42408973868004124,"(4.704302, 50.884233)",No responder,No AED,"(4.6658621, 50.8774603)"
128,,,10000.0,,No AED,,10000.0,No AED,,435.33,,0.4655930911104266,0.4655930911104266,"(4.705715, 50.885638)",No responder,No AED,"(4.6658621, 50.8774603)"
129,,,275.4,,No AED,,10000.0,No AED,,404.8,,0.4912351825648326,0.5773566316184585,"(4.710557, 50.912646)","(4.711727390226268, 50.91046988644988)",No AED,"(4.6658621, 50.8774603)"
130,,,248.09,,No AED,,10000.0,No AED,,155.8,,0.7606468121845308,0.7606468121845308,"(4.678733, 50.879881)","(4.675797507798415, 50.87842116984381)",No AED,"(4.6731993, 50.8780791)"
131,,,10000.0,,No AED,,10000.0,No AED,,672.97,,0.3067441999298202,0.3067441999298202,"(4.7336, 50.931911)",No responder,No AED,"(4.6658621, 50.8774603)"
132,,,185.38,,No AED,,10000.0,No AED,,277.99,,0.6137590656115459,0.6889802590582781,"(4.687251, 50.879641)","(4.689977109029277, 50.87995251809181)",No AED,"(4.6731993, 50.8780791)"
133,,,159.94,,No AED,,10000.0,No AED,,602.27,,0.3472913256465156,0.6032603794840802,"(4.737274, 50.900586)","(4.736032353752579, 50.90126249939935)",No AED,"(4.6658621, 50.8774603)"
134,,,93.35,,No AED,,10000.0,No AED,,339.5,,0.5509204149360983,0.7491003685907367,"(4.688182, 50.88551)","(4.6891909782705286, 50.884849908425366)",No AED,"(4.6658621, 50.8774603)"
135,,,10000.0,,No AED,,10000.0,No AED,,473.31,,0.435554029270116,0.435554029270116,"(4.712741, 50.876974)",No responder,No AED,"(4.6998331, 50.8723536)"
136,,,45.94,,No AED,,10000.0,No AED,,128.2,,0.798420161607843,0.8847672983348578,"(4.705269, 50.873744)","(4.705161131004785, 50.874330470926644)",No AED,"(4.6998331, 50.8723536)"
137,,,351.23,,No AED,,10000.0,No AED,,432.07,,0.4682660632733532,0.5179888282055218,"(4.714446, 50.881854)","(4.713801324152827, 50.88149657366218)",No AED,"(4.6998331, 50.8723536)"
138,,,35.24,,No AED,,10000.0,No AED,,74.33,,0.87763532517021,0.9215244987099573,"(4.700841, 50.874185)","(4.7011349961941615, 50.87442280924359)",No AED,"(4.6998331, 50.8723536)"
139,,,19.32,,"(4.706371763836498, 50.87693265075111)",,,,,534.02,,0.3915102002835642,,"(4.705672, 50.87969)","(4.7057705918336605, 50.87958503973233)","(4.7046611, 50.8810353)","(4.6658621, 50.8774603)"
140,,,141.88,,No AED,,10000.0,No AED,,317.77,,0.5723487039766265,0.712886066333331,"(4.699426, 50.86106)","(4.702109020085425, 50.86052876098737)",No AED,"(4.6998331, 50.8723536)"
141,,,279.6,,No AED,,10000.0,No AED,,517.17,,0.4032675809800213,0.5424912975920437,"(4.724982, 50.880956)","(4.720287323512649, 50.881140531799)",No AED,"(4.7243436, 50.8696549)"
142,,,10000.0,,No AED,,10000.0,No AED,,361.27,,0.5302571375712911,0.5302571375712911,"(4.676986, 50.869398)",No responder,No AED,"(4.6998331, 50.8723536)"
